Gemeindename,Einwohner  (2019),Veränderung in %  (2010-2019),Bevölkerungs-dichte pro km²  (2019),Ausländer in %  (2019),0-19 Jahre  (2019),20-64 Jahre  (2019),65 Jahre und mehr  (2019),Rohe Heiratssziffer  (2019),Rohe Scheidungsziffer  (2019),Rohe Geburtenziffer  (2019),Rohe Sterbeziffer  (2019),Anzahl Privathaushalte  (2019),Durchschnittliche Haushaltsgrösse in Personen  (2019),Leerwohnungs-ziffer  (2020),Neu gebaute Wohnungen pro 1000 Einwohner  (2018),FDP  (2019),CVP  (2019),SP  (2019),SVP  (2019),EVP/CSP  (2019),GLP  (2019),BDP  (2019),PdA/Sol.  (2019),GPS  (2019),Kleine Rechtsparteien  (2019),Berggebiet,GHM_Mean_2020
Sorvilier,288.0,9.5057034221,41.7391304348,10.7638888889,19.0972222222,59.375,21.5277777778,3.5026269702,3.5026269702,10.5078809107,7.0052539405,133.0,2.1503759398,2.4390243902,3.5842293907,1.3333333333,22.0,18.6666666667,30.4444444444,0.3333333333,3.3333333333,0.5,1.0555555556,11.3333333333,7.8888888889,1,0.3664524449711352
Soubey,123.0,-16.3265306122,9.1178650852,1.6260162602,9.756097561,60.9756097561,29.2682926829,0.0,0.0,0.0,32.1285140562,58.0,2.0862068966,1.2987012987,0.0,8.0,29.0,15.0,30.0,6.0,0.0,0.0,0.0,12.0,0.0,1,0.1820326817718371
Soyhières,431.0,-11.6803278689,57.3901464714,15.777262181,13.9211136891,65.1972157773,20.8816705336,6.9444444444,2.3148148148,6.9444444444,11.5740740741,204.0,2.0784313725,4.280155642,0.0,4.8387096774,7.7419354839,15.1612903226,50.6451612903,8.7096774194,0.0,0.0,0.0,12.9032258065,0.0,1,0.3435164754704911
Speicher,4408.0,9.4611373231,538.8753056235,12.000907441,21.6197822142,57.8720508167,20.5081669691,4.0955631399,2.5028441411,11.3765642776,7.9635949943,1860.0,2.3430107527,1.0737628385,6.2893081761,66.8923493568,0.0,0.0,30.4671631686,0.0,0.0,0.0,0.0,0.0,0.0,1,0.4300474869577508
Spiez,12870.0,3.1663326653,771.120431396,11.6317016317,16.7210567211,58.6635586636,24.6153846154,4.2831555175,2.5698933105,9.5008176933,10.5910754614,6009.0,2.1058412381,0.5933917734,9.4436137562,7.922721211,1.4582864269,13.8623807132,27.9377890161,7.2654531599,11.6810128336,9.0883111935,0.1887805469,11.6143334661,3.9479381354,0,0.6000126171489006
Spiringen,830.0,-5.574516496,12.8324056895,1.3253012048,21.2048192771,58.7951807229,20.0,7.1471113758,0.0,10.7206670637,7.1471113758,317.0,2.5583596215,0.4702194357,0.0,0.0,48.2071713147,5.1792828685,45.8167330677,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0871356610765078
Spreitenbach,12065.0,11.5477071006,1402.9069767442,50.269374223,22.818068794,63.1496062992,14.0323249068,4.0925415518,2.3385951725,13.2798797294,6.8487430051,4920.0,2.4298780488,1.3477600607,0.0,10.2685961446,10.5943290436,19.9070860255,35.2699311155,2.5364447055,8.111283174,2.5524643563,0.0,7.5078763283,0.5179687083,0,0.6600406871122473
St. Gallen,76090.0,4.2914513631,1932.1990858304,31.4916546195,18.1009331055,64.1464055723,17.7526613221,5.4632939055,2.1458238713,10.2288659387,8.8202576305,37323.0,1.9894167136,3.0226987567,2.2774820582,14.3491144094,12.6346933394,24.3536283961,16.5404091191,1.7068232707,10.9292108568,0.4522925242,0.0,17.4499103907,0.6511760946,0,0.6180797400841346
St. Margrethen,5960.0,7.0402298851,867.5400291121,49.5805369128,19.5973154362,62.9697986577,17.432885906,4.7257383966,1.0126582278,10.8016877637,6.9198312236,2526.0,2.3178939034,5.8344640434,2.0376974019,17.1318121818,15.5666603809,15.293230247,38.9590797662,0.7731472751,3.6488779936,0.6505751461,0.0,5.4686026777,1.6971525552,0,0.694026982018707
St. Moritz,4882.0,-6.1514801999,170.1638201464,40.4342482589,14.3588693159,63.621466612,22.0196640721,3.4658511723,1.2232415902,6.9317023445,6.3200815494,2627.0,1.8458317472,3.6032821976,6.4076892271,34.1130963345,9.1913796279,8.8966660527,29.416098729,0.0,5.4706207405,8.3256585006,0.0,4.5864800147,0.0,1,0.3152205444066466
St. Niklaus,2235.0,-5.2162849873,25.0448229494,10.2908277405,19.7762863535,59.9552572707,20.2684563758,4.9172999553,1.341081806,5.364327224,8.0464908359,922.0,2.3915401302,2.4547803618,2.694207454,1.1805859204,53.7530972161,5.6114269057,36.7876402857,0.0291502696,0.2477772919,0.0,0.0,2.2008453578,0.0,1,0.0854645360222261
St. Silvester,971.0,5.3145336226,137.9261363636,6.4881565396,17.7136972194,62.2039134912,20.0823892894,4.1472265422,1.0368066356,5.1840331778,6.2208398134,405.0,2.3604938272,1.5086206897,2.0554984584,10.6908724155,19.1124558749,9.0771558245,46.3943519919,4.8411497731,3.0761472516,0.4034291478,0.0,4.0342914776,0.2521432173,1,0.343636295251679
St. Stephan,1330.0,-3.1318281136,21.8426671046,8.8721804511,19.2481203008,56.015037594,24.7368421053,4.4960659423,2.2480329712,10.490820532,10.490820532,585.0,2.2205128205,0.5962521295,1.5015015015,4.4001793377,0.5123935182,3.4202267341,64.1324537245,0.8070197912,3.7276628451,4.3937744188,0.0768590277,3.9005956575,10.8947671812,1,0.1023036887147605
St. Ursen,1345.0,7.513988809,85.5597964377,10.2602230483,20.8178438662,61.3382899628,17.843866171,4.4609665428,1.4869888476,11.1524163569,11.8959107807,546.0,2.3882783883,4.262295082,3.003003003,9.1457893148,26.4714760036,11.983096891,25.4753999396,5.9764563839,5.9160881376,0.3622094778,0.0,12.6471476004,0.7847872019,0,0.4354870964499081
Stabio,4510.0,3.8931121861,733.3333333333,23.0376940133,20.5099778271,59.578713969,19.911308204,3.2963410614,2.1975607076,6.8124381936,7.6914624767,1886.0,2.3632025451,2.3778642456,6.2824956672,21.9486176549,16.5170237354,13.6456573918,9.4408391857,0.0,0.4533736332,0.0,0.8800782292,11.0409814206,21.3352297982,0,0.6816949944747122
Stadel,2293.0,15.9838138594,177.889837083,14.0863497601,21.0204971653,61.9712167466,17.0082860881,6.5473592318,1.7459624618,8.2933216936,7.4203404627,992.0,2.2963709677,1.7399267399,0.4385964912,10.4006098077,3.7308376387,6.5977809774,52.1131532142,2.147031422,8.2535783857,1.8251884475,0.004234776,10.1888710087,3.88752435,0,0.5286511835062279
Staffelbach,1301.0,24.9759846302,145.6886898096,13.9123750961,19.907763259,66.0261337433,14.0661029977,3.098373354,1.549186677,7.745933385,12.393493416,565.0,2.2761061947,7.3208722741,20.2265372168,8.1610833927,5.0962223806,9.9251603706,53.1717747684,4.7576621525,7.074126871,4.6507483963,0.0,4.971489665,0.8553100499,0,0.4795704947577582
Stalden (VS),1062.0,-4.6678635548,101.0466222645,8.945386064,14.7834274953,61.581920904,23.6346516008,7.4487895717,0.9310986965,7.4487895717,14.8975791434,475.0,2.2084210526,2.5495750708,0.0,1.5395220588,62.3851102941,2.7113970588,30.1470588235,0.0,0.6663602941,0.0,0.0,2.5505514706,0.0,1,0.2476018723987397
Staldenried,537.0,-3.5906642729,37.6050420168,2.4208566108,15.6424581006,60.8938547486,23.4636871508,3.7243947858,3.7243947858,9.3109869646,11.1731843575,224.0,2.3794642857,2.2403258656,0.0,1.5238095238,64.0761904762,10.8571428571,21.1428571429,0.0,0.9523809524,0.0,0.0,1.4476190476,0.0,1,0.1292480836834824
Stallikon,3755.0,18.7915216704,312.3960066556,22.2902796272,21.3581890812,62.3701731025,16.2716378162,4.5729657028,0.8069939475,9.6839273705,6.7249495629,1554.0,2.4086229086,1.1329755516,0.5380683347,14.6743864323,4.5806220218,14.3003535379,35.6176666496,1.7574422299,15.7068196956,0.9811958805,0.0999128964,10.6317569299,0.2151970077,0,0.4833389440348729
Stammheim,2790.0,5.5219364599,116.4440734558,8.9964157706,21.1827956989,57.7777777778,21.0394265233,2.5284450063,2.8896514358,7.2241285895,8.3077478779,1141.0,2.4206836109,0.9174311927,6.554989075,20.3738830929,2.1015324714,9.6590625468,37.116258174,3.8386662008,10.0733789248,2.411021814,0.0399341087,10.2855288774,2.423501223,0,0.4622694570806962
Stans,8254.0,3.6804421555,744.9458483755,14.4899442694,18.233583717,61.4126484129,20.3537678701,3.8445365531,2.2826935784,7.2085060371,9.4911996155,3595.0,2.2344923505,1.1776753712,3.5667578171,0.0,45.2008168822,0.0,54.7991831178,0.0,0.0,0.0,0.0,0.0,0.0,1,0.46544523612081
Stansstad,4624.0,4.0269966254,509.8125689085,19.2257785467,14.7058823529,59.5155709343,25.7785467128,3.6940460669,2.1729682747,9.778357236,10.2129508909,2210.0,2.0642533937,1.0701545779,3.7828215398,0.0,37.7181208054,0.0,62.2818791946,0.0,0.0,0.0,0.0,0.0,0.0,1,0.4408590329573458
Starrkirch-Wil,1710.0,7.5471698113,924.3243243243,12.865497076,20.7602339181,59.5906432749,19.649122807,3.5046728972,1.1682242991,8.1775700935,10.5140186916,716.0,2.3701117318,1.7948717949,0.0,25.6180319922,9.282598158,25.642268541,17.2806592341,1.4541929229,5.5501696558,0.9936984973,0.0,13.4028114397,0.0969461949,0,0.5727255785906756
Staufen,3876.0,49.8260533436,1082.6815642458,18.4726522188,19.7884416925,64.8606811146,15.350877193,5.5463117027,2.2185246811,16.9162506933,5.5463117027,1754.0,2.1898517674,2.8601144046,24.7448190535,13.7416884949,8.1906105178,14.9556719726,27.3423332662,4.6594801531,11.9836792263,4.0550070522,0.0,11.293572436,1.0024178924,0,0.6374886076329118
Steckborn,3746.0,7.5818495118,426.6514806378,27.122263748,17.6187933796,58.3555792846,24.0256273358,6.9342579011,1.0668089079,7.200960128,9.3345779437,1781.0,2.0696238069,2.7198549411,1.8518518519,12.6668891856,9.4959946595,16.7890520694,33.8117489987,1.8024032043,7.8271028037,1.9025367156,0.0,14.8865153538,0.8177570093,0,0.3871813554030198
Steffisburg,15929.0,1.4779894247,1075.5570560432,10.5970242953,18.2120660431,58.4343022161,23.3536317409,4.4530858003,1.3171098846,7.5263421977,10.0351229303,7390.0,2.1102841678,0.4285014691,0.9959539371,8.4191667041,1.155189733,12.7992923432,30.4757192762,8.8037301909,9.946925741,7.2392389691,0.3530787568,11.3135129462,5.4311159088,0,0.5285928957631897
Steg-Hohtenn,1603.0,0.5015673981,114.2551674982,13.7242669994,17.6543980037,59.9500935745,22.3955084217,6.2617407639,3.130870382,6.8879148403,10.6449592987,730.0,2.1739726027,2.2629310345,2.5493945188,0.9099181074,64.6496815287,4.32211101,26.9790718835,0.0758265089,0.288140734,0.0,0.0,2.7600849257,0.0,1,0.3115283881293402
Stein (AG),3184.0,11.8370214261,1133.0960854093,40.5778894472,18.9070351759,63.5992462312,17.493718593,3.4471952366,1.8802883109,12.5352554058,8.7746787841,1402.0,2.2182596291,0.6544502618,1.2531328321,15.3025710116,15.9088357472,18.6594813068,30.0550129112,1.68406871,5.7707421129,1.6728415853,0.0,6.1524643539,1.0328954755,0,0.7393823422883686
Stein (AR),1387.0,2.0603384842,148.1837606838,6.0562364816,22.9271809661,58.9762076424,18.0966113915,3.5511363636,2.1306818182,7.8125,12.0738636364,558.0,2.458781362,1.8154311649,2.1082220661,44.3159922929,0.0,0.0,55.105973025,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4020090924193527
Stein am Rhein,3505.0,9.2240573387,606.401384083,23.1954350927,16.4907275321,57.3181169757,26.1911554922,5.2023121387,3.1791907514,8.3815028902,11.2716763006,1698.0,2.035335689,1.7650025214,23.1042654028,10.9466303078,2.571094663,24.8149590962,41.0206466693,2.882742501,7.7911959486,0.0,0.0,6.5446045968,2.1036229061,0,0.4922399317964594
Steinach,3608.0,9.5990279465,803.5634743875,24.4179600887,19.0687361419,60.0055432373,20.9257206208,4.7130579429,3.3268644303,10.2578319933,9.1488771833,1598.0,2.2152690864,1.2885154062,1.9493177388,13.3662856554,19.1947276285,12.0275975698,36.87570796,1.6064257028,5.6636803625,0.2471424158,0.0,8.7529605602,0.7929152507,0,0.6860704291356753
Steinen,3608.0,13.3878064111,304.4725738397,9.1463414634,22.256097561,61.8625277162,15.8813747228,3.4163701068,1.4234875445,12.8113879004,7.6868327402,1474.0,2.4240162822,0.7907542579,11.6244411326,19.4481701475,23.1461965894,14.8495880437,34.8150986779,0.8047518682,3.5830618893,0.0,0.0,3.3531327841,0.0,1,0.4335280670516792
Steinerberg,939.0,8.6805555556,135.6936416185,9.6911608094,21.0862619808,61.9808306709,16.9329073482,4.2440318302,2.1220159151,6.3660477454,13.7931034483,379.0,2.437994723,0.2369668246,0.0,14.7167034584,13.5393671818,7.799852833,56.3649742458,0.8830022075,4.3414275202,0.0,0.0,2.3546725533,0.0,1,0.2806050011871058
Steinhausen,10129.0,11.4178858211,2009.7222222222,25.0962582683,20.7522953895,61.664527594,17.5831770165,4.0684693624,1.8853882411,11.2130984867,5.2592408832,4236.0,2.3557601511,0.4752206382,5.3670886076,15.5723353031,22.9809586343,8.6671043992,24.0315167433,0.930181659,5.6467498359,0.0,0.0,22.1711534253,0.0,0,0.6604352811487709
Steinmaur,3609.0,13.597733711,384.3450479233,27.1266278748,19.8669991687,62.9814353006,17.1515655306,4.4792833147,1.3997760358,10.3583426652,6.4389697648,1582.0,2.2515802781,2.5061124694,7.1797817346,11.5030631144,4.2228237641,10.5684570452,38.6550790711,3.6985325545,11.5144607494,2.0202308021,0.0940304887,10.491523009,6.4995013535,0,0.5642299899807224
Stetten (AG),2201.0,34.2073170732,499.0929705215,21.4447978192,22.3534756929,62.3353021354,15.3112221717,3.6338859868,1.3627072451,12.7186009539,4.0881217352,876.0,2.5079908676,1.2526096033,0.0,13.4619750284,11.9409761635,12.8263337117,35.4256526674,3.7003405221,7.0147559591,5.6072644722,0.0,7.0828603859,0.3859250851,0,0.6072955064370599
Stetten (SH),1374.0,19.3744569939,291.1016949153,19.0684133916,24.1630276565,59.0975254731,16.7394468705,7.3394495413,2.9357798165,12.4770642202,11.7431192661,515.0,2.6291262136,1.3961605585,0.0,20.9437086093,2.8145695364,20.3642384106,39.8178807947,1.5728476821,6.8708609272,0.0,0.0,3.3940397351,3.0629139073,0,0.5417650349934896
Stettfurt,1224.0,9.0909090909,192.1507064364,8.0065359477,24.0196078431,59.6405228758,16.339869281,0.0,3.294892916,16.4744645799,4.942339374,491.0,2.4745417515,0.9523809524,9.0909090909,11.7444529457,13.6572302984,9.9846977812,34.2769701607,3.2134659526,11.285386381,2.3718439174,0.0,10.1759755164,3.2899770467,0,0.4734131896380082
Stettlen,3137.0,7.8748280605,896.2857142857,15.1737328658,20.8160663054,58.4953777494,20.6885559452,2.2389253158,1.5992323685,10.2350871582,8.9557012634,1356.0,2.267699115,3.6024016011,0.6441223833,13.8884072546,2.847036793,14.3045393071,22.2249193744,3.044699518,11.8008114575,16.3539896661,0.3675833131,10.757013559,1.026459063,0,0.5704680851527623
Stocken-Höfen,1012.0,4.5454545455,71.1673699015,4.5454545455,19.9604743083,63.1422924901,16.8972332016,4.9309664694,0.9861932939,4.9309664694,1.9723865878,441.0,2.2789115646,0.2012072435,0.9960159363,1.9022752704,1.0070869079,6.7760785776,57.6153176675,3.2699241577,7.720999627,6.1668531642,0.0372995151,6.7387790625,5.2219321149,1,0.2424567134369837
Strengelbach,4870.0,6.985940246,807.6285240464,27.2895277207,19.794661191,60.5133470226,19.6919917864,4.3006348556,1.2287528159,9.4204382552,6.3485562154,2163.0,2.2214516875,3.491796382,0.8298755187,9.6740106726,4.9453162149,17.8950705342,34.664764622,8.8550747609,7.0269984678,2.6945633222,0.0,10.286891742,1.6959898558,0,0.5929072986949574
Studen (BE),3318.0,17.6595744681,1215.3846153846,23.5985533454,22.4231464738,58.7703435805,18.8065099458,3.3112582781,2.4081878387,7.8266104756,9.6327513546,1434.0,2.2887029289,2.6400515132,3.6607687614,8.2566723453,1.7603634299,12.0045428734,37.5468483816,4.5939806928,8.086314594,13.1856899489,0.7041453719,7.9840999432,2.2827938671,0,0.7463965521918403
Stäfa,14718.0,5.5659159375,1713.3876600699,19.3232776192,18.8680527246,58.0853376818,23.0466095937,4.5182269382,2.5329454048,9.0364538764,8.3518740373,6655.0,2.1797145004,1.0410882843,3.3252511257,16.9182896674,4.1524740922,17.2761370266,25.1237740672,2.9939154836,16.9482955019,1.1324424194,0.1722557164,12.1812574667,1.9748284389,0,0.6594984513999772
Stüsslingen,1196.0,9.323583181,142.5506555423,8.110367893,19.8996655518,59.0301003344,21.0702341137,0.853970965,1.70794193,12.8095644748,8.5397096499,511.0,2.3287671233,2.5862068966,0.8613264427,22.780067441,15.9610340952,9.9288122892,27.3136005995,3.222180592,6.0696890221,2.3229674035,0.0,10.3784188835,1.611090296,1,0.4374639413652629
Subingen,3173.0,7.9986385296,506.0606060606,18.3737787583,19.5083517176,63.5045698078,16.9870784746,4.7051442911,1.2547051443,9.4102885822,7.5282308657,1366.0,2.2884333821,5.3784860558,1.2590494177,20.7825295723,15.432211101,21.4558689718,24.3130118289,0.7279344859,4.7679708826,2.4385805278,0.0,7.4977252047,1.2556869882,0,0.6084005115101638
Suchy,645.0,52.1226415094,97.1385542169,17.8294573643,26.976744186,64.0310077519,8.992248062,6.4308681672,1.6077170418,11.2540192926,4.8231511254,240.0,2.6833333333,1.7921146953,11.5894039735,23.497917906,2.1118381916,16.745984533,27.6621058894,2.7067221892,4.8483045806,0.6841165973,3.3016061868,15.5562165378,0.0,0,0.4835719517299107
Sufers,145.0,12.4031007752,4.1883304448,10.3448275862,26.8965517241,46.2068965517,26.8965517241,0.0,0.0,6.9204152249,13.8408304498,58.0,2.4655172414,0.9090909091,0.0,12.3076923077,3.8461538462,9.6153846154,27.6923076923,0.0,5.3846153846,38.0769230769,0.0,3.0769230769,0.0,1,0.0464721804987775
Suhr,10476.0,8.9660911171,986.4406779661,33.581519664,22.203130966,61.3115693013,16.4852997327,4.2091165638,1.6262495815,11.5750705505,7.2702922466,4528.0,2.2725265018,7.3106520859,2.7575339768,14.9817626183,5.4613564669,23.8786474763,22.594637224,6.2943611987,8.6085370662,2.5951301262,0.0,12.7563091483,0.9759463722,0,0.6461354398179329
Sulgen,3918.0,14.7963668327,429.6052631579,26.8504338948,19.7805002552,62.965798877,17.2537008678,4.3662514447,1.7978682419,11.0440477719,10.0166944908,1701.0,2.2815990594,2.88,7.1694105151,11.2473721093,10.6692361598,13.6650315347,39.7687456202,1.3489838823,6.2368605466,2.5928521374,0.0,6.9901892081,7.4807288017,0,0.6198467280240667
Sullens,1034.0,21.0772833724,264.4501278772,17.5048355899,21.8568665377,60.9284332689,17.2147001934,4.8309178744,0.9661835749,15.4589371981,4.8309178744,407.0,2.5380835381,2.6845637584,8.9641434263,25.621452339,1.6833039734,13.3489919749,25.8367586612,0.7046388726,13.6817381092,0.1957330202,0.9786651008,15.1301624584,0.4306126444,0,0.6848778128623962
Sumiswald,5026.0,-0.0198925801,84.6983485002,6.4265817748,19.2001591723,57.6999602069,23.0998806208,3.9718002184,1.1915400655,7.745010426,8.7379604806,2268.0,2.1759259259,0.2233804914,7.9302141158,6.277187781,0.7436389706,9.3440909864,42.5429536562,4.610075579,6.2188631558,12.6710248123,0.1992758026,7.6842693626,4.695132324,1,0.207046778435023
Sumvitg,1121.0,-12.4902419984,11.0031409501,4.7279214987,13.9161462979,56.4674397859,29.6164139161,6.1430451953,0.0,7.8982009653,7.8982009653,485.0,2.2597938144,0.4672897196,0.0,2.3564064801,69.6980854197,4.3446244477,13.9543446244,0.0,2.8718703976,3.4241531664,0.0,3.3505154639,0.0,1,0.0531453549103762
Surpierre,1115.0,13.7755102041,75.3378378378,12.8251121076,21.1659192825,62.1524663677,16.6816143498,5.3595355069,3.5730236713,7.1460473426,5.3595355069,453.0,2.4348785872,0.3717472119,4.4365572316,11.8780096308,15.088282504,16.2118780096,37.72070626,1.3376136972,3.4777956126,1.1235955056,0.0,10.7544141252,1.7656500803,0,0.4762217414824299
Sursee,10195.0,14.0252768147,1748.7135506003,16.8415890142,18.4600294262,63.6194212849,17.9205492889,7.6426799007,0.794044665,11.5136476427,7.6426799007,4626.0,2.1750972763,1.3056379822,10.0,14.6478961955,22.6505416982,17.8697404888,18.1500377929,0.7779037541,7.5050390527,0.0,0.0,17.8319475939,0.1354245402,0,0.7509279454008062
Surses,2327.0,-4.4745484401,7.1872007907,14.9548775247,13.8805328749,56.8972926515,29.2221744736,5.5519965834,1.2812299808,5.1249199231,8.5415332052,1139.0,2.0254609306,1.3149385643,15.3649167734,14.1221374046,29.9765120376,13.0945390487,21.3446858485,0.0,6.8408690546,8.3675866119,0.0,6.2536699941,0.0,1,0.0632808122743072
Suscévaz,215.0,19.4444444444,51.6826923077,13.9534883721,21.8604651163,54.4186046512,23.7209302326,4.6838407494,0.0,4.6838407494,0.0,90.0,2.3888888889,3.125,5.0,21.7426059153,0.0,18.5451638689,31.5747402078,4.6362909672,4.5563549161,0.0799360512,1.518784972,17.1862509992,0.0,0,0.5580178397042411
Sutz-Lattrigen,1391.0,3.574087863,389.6358543417,8.8425593098,20.8483105679,57.7282530554,21.4234363767,2.8715003589,2.1536252692,7.8966259871,9.3323761665,590.0,2.3457627119,0.4279600571,0.0,8.6093267707,1.4682572787,15.9172436807,26.1616751481,5.606073246,11.4791023609,8.3924251272,0.258613498,15.0162676233,2.4192875615,0,0.5758989197867257
Syens,155.0,24.0,61.5079365079,23.2258064516,20.6451612903,61.2903225806,18.064516129,0.0,0.0,0.0,0.0,68.0,2.2794117647,0.0,0.0,23.8258877434,5.040091638,13.7457044674,28.5223367698,0.1145475372,3.3218785796,0.4581901489,0.8018327606,16.9530355097,0.2290950745,0,0.588750475928897
Sâles,1441.0,3.5201149425,76.5674814028,8.8133240805,25.8154059681,60.9299097849,13.2546842471,7.5757575758,0.0,21.349862259,5.5096418733,536.0,2.6697761194,0.0,4.9191848208,18.7987294254,24.5740687265,18.2500721917,21.801905862,2.7721628646,2.7721628646,0.1443834825,0.0,8.6341322553,1.2705746463,1,0.3905247672659452
Sévaz,304.0,21.6,121.6,21.7105263158,23.6842105263,64.8026315789,11.5131578947,0.0,0.0,10.1180438449,3.3726812816,124.0,2.4435483871,0.0,0.0,22.8426395939,15.3976311337,24.703891709,20.3045685279,0.6768189509,5.9221658206,0.1692047377,0.0,8.1218274112,0.3384094755,0,0.7045784863558683
