Gemeindename,Einwohner  (2019),Veränderung in %  (2010-2019),Bevölkerungs-dichte pro km²  (2019),Ausländer in %  (2019),0-19 Jahre  (2019),20-64 Jahre  (2019),65 Jahre und mehr  (2019),Rohe Heiratssziffer  (2019),Rohe Scheidungsziffer  (2019),Rohe Geburtenziffer  (2019),Rohe Sterbeziffer  (2019),Anzahl Privathaushalte  (2019),Durchschnittliche Haushaltsgrösse in Personen  (2019),Leerwohnungs-ziffer  (2020),Neu gebaute Wohnungen pro 1000 Einwohner  (2018),FDP  (2019),CVP  (2019),SP  (2019),SVP  (2019),EVP/CSP  (2019),GLP  (2019),BDP  (2019),PdA/Sol.  (2019),GPS  (2019),Kleine Rechtsparteien  (2019),Berggebiet,GHM_Mean_2020
Felsberg,2589.0,13.2050721469,193.2089552239,12.7462340672,24.2564696794,60.8729239088,14.8706064117,4.6056419113,1.1514104778,11.1303012857,4.2218384187,1062.0,2.4237288136,0.6745362563,7.0066173608,11.2923152953,10.8722510502,17.123795404,27.7242401779,0.0,10.452186805,17.7662466024,0.0,4.7689646652,0.0,1,0.3375182681613498
Ferden,250.0,-4.214559387,8.9541547278,3.6,12.0,64.0,24.0,0.0,0.0,0.0,7.9522862823,117.0,2.1367521368,3.3816425121,0.0,0.8605851979,74.3545611015,4.0447504303,18.330464716,0.1721170396,1.3769363167,0.0,0.0,0.8605851979,0.0,1,0.12313966855898
Ferenbalm,1236.0,-2.3696682464,134.7873500545,8.0097087379,18.0420711974,58.2524271845,23.7055016181,5.608974359,0.0,5.608974359,11.2179487179,538.0,2.2769516729,3.294892916,3.2232070911,6.9873997709,0.6696625253,11.2609040444,46.4974887655,1.7975151996,5.9564719359,10.04493788,0.5286809411,8.9523306018,3.2866331835,0,0.6165725089408256
Ferpicloz,266.0,1.9157088123,260.7843137255,16.9172932331,23.3082706767,59.7744360902,16.9172932331,7.4211502783,3.7105751391,0.0,18.5528756957,99.0,2.6767676768,1.8867924528,0.0,20.6439393939,19.8863636364,20.4545454545,21.2121212121,3.0303030303,5.4924242424,0.3787878788,0.0,7.0075757576,0.3787878788,0,0.5394401550292969
Ferrera,80.0,-3.6144578313,1.0601643255,11.25,8.75,56.25,35.0,0.0,0.0,12.9032258065,0.0,43.0,1.8372093023,0.0,0.0,6.9230769231,12.3076923077,10.0,43.8461538462,0.0,2.3076923077,23.8461538462,0.0,0.7692307692,0.0,1,0.0250285920642671
Ferreyres,318.0,8.1632653061,100.6329113924,10.3773584906,25.1572327044,60.3773584906,14.465408805,3.1897926635,0.0,6.379585327,0.0,121.0,2.6033057851,2.2222222222,0.0,13.2326820604,3.5968028419,20.8259325044,15.674955595,0.0444049734,7.1936056838,0.0,2.5310834813,32.9040852575,0.0,0,0.3865922292073567
Feuerthalen,3614.0,3.553008596,1457.2580645161,22.4958494743,20.2268954068,62.0918649696,17.6812396237,5.8035097416,1.3817880337,12.7124499102,7.1852977753,1626.0,2.1906519065,2.267699115,4.6690469651,9.1272527969,5.2455105265,18.6510623207,31.5246477738,3.2659509301,14.340522939,2.3084115163,0.0870490376,11.8902537318,1.8183576748,0,0.6823686739293541
Feusisberg,5350.0,12.0888330191,305.7142857143,25.6822429907,17.476635514,64.9719626168,17.5514018692,5.2765476303,2.6382738151,9.4224064826,3.3920663337,2348.0,2.2419080068,1.5521924719,9.1047040971,32.2530624903,12.7771747558,8.4664289037,39.2463947899,0.341138161,5.5202356955,0.0,0.0,1.3955652039,0.0,1,0.453188487461635
Fey,751.0,33.6298932384,102.3160762943,11.9840213049,27.0306258322,59.3874833555,13.5818908123,2.6917900404,2.6917900404,14.8048452221,4.0376850606,276.0,2.7173913043,1.6339869281,8.5348506401,23.7589670014,2.4390243902,16.4131994261,24.7345767575,2.7259684362,8.4648493544,0.3730272597,3.3859397418,16.068866571,0.6886657102,0,0.5269158573473914
Fideris,595.0,-2.9363784666,23.4621451104,6.3865546218,19.1596638655,58.1512605042,22.6890756303,8.3125519534,3.3250207814,8.3125519534,9.9750623441,256.0,2.29296875,0.7575757576,16.7224080268,14.4724556489,4.0149393091,13.258636788,36.1344537815,0.0,18.3940242764,8.6834733894,0.0,5.0420168067,0.0,1,0.0848978740413014
Fiesch,891.0,-7.9545454545,80.7065217391,11.7845117845,12.5701459035,61.6161616162,25.8136924804,2.2075055188,3.3112582781,4.4150110375,14.348785872,435.0,2.0275862069,0.936967632,0.0,3.1217116801,52.2974394949,4.5598035777,29.39319537,0.0350754121,1.543318134,0.0,0.0,8.5934759733,0.0,1,0.2285900982943448
Fieschertal,320.0,2.2364217252,1.8512090709,9.6875,21.25,60.0,18.75,0.0,3.1347962382,12.539184953,12.539184953,131.0,2.427480916,2.2151898734,5.9880239521,0.3600360036,50.8550855086,4.5904590459,38.4338433843,0.0,2.1602160216,0.0,0.0,3.600360036,0.0,1,0.0163726381719262
Fiez,445.0,9.8765432099,65.1537335286,8.0898876404,27.6404494382,57.5280898876,14.8314606742,2.2396416573,2.2396416573,6.718924972,4.4792833147,175.0,2.52,0.9900990099,18.8235294118,19.6395043184,0.4881712354,20.2027788209,16.6729252722,5.069470522,11.3030416823,0.300413068,1.9526849418,22.6811866316,0.1877581675,1,0.2846308184099627
Finhaut,372.0,-6.5326633166,16.3014899211,32.2580645161,12.3655913978,61.8279569892,25.8064516129,0.0,2.6631158455,5.3262316911,2.6631158455,178.0,2.0056179775,2.8260869565,0.0,22.6239669421,35.7438016529,11.0537190083,7.8512396694,1.0330578512,0.2066115702,0.0,0.0,21.1776859504,0.0,1,0.1411451643163507
Finsterhennen,581.0,17.6113360324,162.7450980392,30.1204819277,22.8915662651,59.8967297762,17.2117039587,10.4166666667,1.7361111111,5.2083333333,1.7361111111,220.0,2.6,1.2295081967,1.7857142857,4.533745492,0.8500772798,7.4188562597,40.2369912416,2.9881504379,9.2993302421,15.5332302937,0.2575991757,7.0324574961,4.533745492,0,0.5436489499848465
Fischbach,700.0,-3.9780521262,86.9565217391,8.0,20.8571428571,62.5714285714,16.5714285714,8.5046066619,2.8348688873,2.8348688873,7.0871722183,271.0,2.5092250923,1.6447368421,0.0,11.4311431143,35.4635463546,2.8802880288,42.3942394239,0.4500450045,1.6201620162,0.0,0.0,5.3105310531,0.4050405041,0,0.4011825095606214
Fischbach-Göslikon,1607.0,12.6928471248,523.4527687296,17.2370877411,21.3441194773,63.2233976353,15.4324828874,3.6957191253,1.8478595627,7.3914382507,3.6957191253,674.0,2.3753709199,0.5354752343,6.0606060606,12.2448979592,11.3745498199,11.6446578631,46.1734693878,0.9603841537,5.2220888355,2.6860744298,0.0,6.8577430972,0.6302521008,0,0.6344210997871731
Fischenthal,2516.0,9.2488059053,83.2010582011,14.586645469,23.9268680445,60.492845787,15.5802861685,4.3850906916,2.39186765,8.371536775,7.5742475583,985.0,2.5076142132,1.2864493997,5.5732484076,5.468109206,1.5193532008,9.0028512284,55.2318087724,3.3941335,6.3156661329,1.9177440144,0.2773112526,9.4207710034,5.3626528141,1,0.2171138863208548
Fischingen,2802.0,7.8937235271,91.6285153695,8.3511777302,22.4839400428,60.4211277659,17.0949321913,2.5026814444,1.7876296031,12.8709331427,8.9381480157,1160.0,2.3818965517,0.8289374529,11.8738404453,9.5515858549,22.949325556,6.1611374408,42.4899744805,0.6744440394,5.1403572731,1.822821728,0.0,9.3146190303,1.8957345972,0,0.295883908214797
Fisibach,510.0,33.8582677165,88.3882149047,30.9803921569,24.1176470588,61.9607843137,13.9215686275,5.905511811,0.0,5.905511811,0.0,196.0,2.5918367347,1.8018018018,16.7364016736,6.1192468619,18.9853556485,10.7740585774,44.0376569038,2.5627615063,4.0794979079,3.190376569,0.0,7.269874477,0.1046025105,0,0.449189955188382
Fislisbach,5552.0,5.7926829268,1099.4059405941,25.666426513,20.659221902,59.0237752161,20.3170028818,5.045954226,1.4417012074,10.6325464048,7.568931339,2456.0,2.223534202,2.4306874288,0.1803101334,14.3181110765,13.3354084219,16.7726444039,26.6174574236,4.3665792165,9.5468895905,5.1091644804,0.0,6.9589577127,0.5113611099,0,0.6725311279296875
Flaach,1420.0,15.7294213529,139.6263520157,15.4225352113,21.1971830986,61.6197183099,17.1830985915,0.705716302,2.1171489061,10.5857445307,8.4685956246,592.0,2.3783783784,4.2232277526,5.035971223,9.90901086,1.6201937188,8.9286762548,48.3005576754,6.463164074,8.517757558,0.7748752568,0.0293513355,9.1165248019,5.2069269152,0,0.4774040453361742
Flawil,10425.0,4.5532042924,908.8927637315,28.7002398082,21.9088729017,59.3860911271,18.7050359712,3.0551842658,1.8140156578,8.7836547642,7.9243841894,4434.0,2.3216057736,2.5010166734,1.8007771775,17.5142857143,18.5928571429,14.4821428571,26.1785714286,1.7,6.7178571429,1.175,0.0,11.4892857143,1.0571428571,0,0.5524079021923045
Flerden,247.0,7.8602620087,40.5582922824,4.048582996,27.9352226721,53.4412955466,18.6234817814,0.0,0.0,4.0404040404,8.0808080808,97.0,2.5257731959,3.2051282051,23.6220472441,11.6700201207,13.4808853119,8.4507042254,25.754527163,0.0,9.8591549296,24.9496981891,0.0,5.8350100604,0.0,1,0.139172773361206
Flims,2912.0,9.4736842105,57.6633663366,24.1758241758,14.4574175824,62.8777472527,22.6648351648,4.5233124565,1.3917884482,6.9589422408,12.1781489214,1488.0,1.9375,1.9353590091,19.8230088496,19.1690273843,10.4815864023,15.3210576015,29.4381491974,0.0,9.6789423985,7.9320113314,0.0,7.9792256846,0.0,1,0.1832416515632215
Flumenthal,1004.0,3.0800821355,322.8295819936,13.4462151394,17.7290836653,61.9521912351,20.3187250996,3.0303030303,3.0303030303,8.0808080808,6.0606060606,464.0,2.1379310345,2.8901734104,19.0073917635,17.8703215604,10.7538218239,18.6083289404,31.8397469689,1.0015814444,6.5893516078,2.5303110174,0.0,7.3273589879,0.6325777543,0,0.6759570252661612
Flums,4889.0,1.600166251,65.0565535595,21.6404172632,20.9858866844,60.1349969319,18.8791163837,5.1297835231,2.0519134093,12.3114804555,9.8491843644,2004.0,2.3997005988,1.2939958592,5.0597045133,9.0476190476,22.8727556596,7.9859484778,43.3255269321,0.8118657299,7.0101483216,1.3661202186,0.0,5.6596409055,1.3036690086,1,0.1531663544323979
Flurlingen,1477.0,3.431372549,612.8630705394,14.2180094787,20.5145565335,61.7467840217,17.7386594448,6.8610634648,2.0583190395,12.3499142367,7.5471698113,633.0,2.3143759874,1.443001443,7.6388888889,15.3585136563,5.0175223897,16.6601768927,25.1265505924,2.0248094788,14.5296768093,2.12493742,0.3059464872,15.2639483785,0.8288368471,0,0.5783199310302735
Fläsch,835.0,40.1006711409,41.8756268806,10.0598802395,17.245508982,65.3892215569,17.3652694611,4.8959608323,2.4479804162,14.6878824969,2.4479804162,387.0,2.1472868217,2.0979020979,23.2558139535,18.2476466329,6.0101375815,12.0202751629,34.9022447502,0.0,13.6857349747,8.6169442433,0.0,6.5170166546,0.0,1,0.2432157782059681
Flüelen,1961.0,0.5641025641,158.4006462036,13.1565527792,18.7149413565,60.8363080061,20.4487506374,5.0851767099,0.508517671,7.6277650648,8.1362827358,857.0,2.2567094516,2.2593320236,2.0253164557,0.0,32.7160493827,21.1419753086,42.1296296296,0.0,0.0,0.0,0.0,0.0,0.0,1,0.2840696596631817
Flühli,1929.0,1.8479408659,17.8330405843,17.6775531363,21.8766200104,60.290305858,17.8330741317,1.028277635,0.0,10.2827763496,8.2262210797,711.0,2.3459915612,1.0521500457,5.1124744376,13.9444981361,39.2516912881,2.0433522021,40.0662708822,0.207096507,1.8086428276,0.0,0.0,2.5265773851,0.1104514704,1,0.1171586315515234
Fontaines-sur-Grandson,215.0,48.275862069,27.3536895674,13.9534883721,27.4418604651,61.3953488372,11.1627906977,13.856812933,0.0,18.4757505774,9.2378752887,84.0,2.5595238095,1.0526315789,9.5238095238,12.8103277061,0.6951340616,15.7894736842,28.997020854,0.0,5.6603773585,0.4965243297,1.8867924528,31.2810327706,0.0,1,0.292246603196667
Fontenais,1696.0,1.7396520696,84.8424212106,8.608490566,22.641509434,56.0731132075,21.2853773585,2.9577048211,2.3661638568,10.0561963916,5.3238686779,705.0,2.3617021277,0.9313154831,5.3635280095,7.5558982267,18.4271395528,49.3446414803,9.3292212799,4.7031611411,0.0,0.0,0.0,10.6399383192,0.0,0,0.3786972689341349
Forel (Lavaux),2064.0,6.0092449923,111.5072933549,18.7984496124,21.9476744186,61.4825581395,16.5697674419,2.8971511347,1.9314340898,9.6571704491,6.2771607919,882.0,2.3333333333,0.0,1.9203072492,32.3492349235,1.8451845185,14.5454545455,24.0144014401,1.0711071107,7.3537353735,0.297029703,2.7452745275,13.3213321332,0.2160216022,0,0.4431254919556072
Forst-Längenbühl,777.0,6.4383561644,172.6666666667,2.8314028314,22.0077220077,61.38996139,16.6023166023,10.3761348898,1.2970168612,12.9701686122,7.7821011673,340.0,2.2705882353,1.0471204188,5.1413881748,4.0869243116,0.7778738116,5.6426719348,54.7228052846,5.2722558341,7.0379059143,4.6302012594,0.308680084,8.7294727744,3.926410668,0,0.3339743227572054
Founex,3776.0,16.8316831683,788.3089770355,41.9226694915,28.4427966102,57.9184322034,13.6387711864,4.2378492915,2.1189246457,7.9459674215,3.9729837108,1354.0,2.7740029542,0.3198976328,2.8977871444,33.3060190703,5.6540524434,10.9803337306,20.0983313468,0.260727056,12.3808104887,0.1862336114,1.1174016687,14.7869487485,0.1564362336,0,0.7269555116311098
Fraubrunnen,5180.0,8.1871345029,162.3315575055,7.6833976834,21.9884169884,59.2664092664,18.7451737452,4.27474983,1.7487612941,8.9381132809,6.2178179345,2185.0,2.3496567506,1.4456836018,8.9338892198,7.1858906806,1.4972262542,11.3972123357,32.9409659396,5.2532161533,9.9974151472,14.1212494781,0.2644503211,11.8147654743,2.5629809317,0,0.5373809933662415
Frauenfeld,25781.0,10.6575671731,942.2880116959,24.4133276444,18.9907296071,62.3133315232,18.6959388697,5.2148194271,1.9847447073,10.0404732254,7.5108966376,11884.0,2.1226859643,1.5945506618,4.3235594686,14.3370786517,10.3843879361,18.0934358368,26.5783560024,3.2643406268,10.6138379657,1.8781785925,0.0,13.0313424009,1.819041987,0,0.6452179636274066
Frauenkappelen,1228.0,-2.8481012658,132.1851453175,11.9706840391,16.5309446254,60.8306188925,22.6384364821,1.6207455429,1.6207455429,8.1037277147,8.9141004862,564.0,2.1418439716,2.5954198473,0.0,8.3987039563,2.1828103683,11.7070259209,31.8383356071,3.5214870396,16.5671896317,10.2148703956,0.272851296,10.7861527967,0.9549795362,0,0.5503806232535926
Freienbach,16506.0,5.4898702627,1196.0869565217,29.1530352599,17.6905367745,62.9770992366,19.3323639889,5.8363984558,2.6750159589,11.1864303736,6.0187859075,7314.0,2.2203992343,0.355104629,4.3026615035,25.6995699039,11.8833961663,13.2055434609,37.721021611,0.9610789571,6.7222428716,0.0,0.0,3.8071470292,0.0,0,0.6165093642014724
Freienstein-Teufen,2389.0,4.1412380122,284.4047619048,14.7760569276,19.5897865216,61.239012139,19.1712013395,2.1008403361,1.6806722689,10.9243697479,4.6218487395,981.0,2.3985728848,0.7525870179,0.0,7.9716275135,2.2938764886,11.5279495022,37.6879026485,9.9498926271,12.7480965706,2.284115312,0.1887160799,10.7861000846,2.8535172773,0,0.3879033537471996
Freienwil,1038.0,13.1952017448,260.1503759399,12.9094412331,23.3140655106,61.2716763006,15.4142581888,1.9129603061,0.956480153,9.5648015304,2.8694404591,400.0,2.5875,2.3094688222,0.0,17.7072202717,9.7847656846,17.0966264692,20.2259197069,5.3274309266,8.2124866433,4.6252480537,0.0,13.9062738513,1.9539001679,0,0.5297829764229911
Freimettigen,454.0,5.0925925926,153.3783783784,7.268722467,22.9074889868,57.9295154185,19.1629955947,6.5217391304,2.1739130435,6.5217391304,4.347826087,194.0,2.324742268,0.9708737864,0.0,6.437994723,1.345646438,7.4142480211,34.4854881266,11.926121372,3.5883905013,10.6332453826,0.0,11.345646438,7.9155672823,0,0.3707460191514757
Frenkendorf,6454.0,5.1140065147,1406.1002178649,32.3365354819,20.1115587233,60.5670901766,19.3213511001,5.1202482545,2.6377036462,8.6889061288,8.2234290147,2832.0,2.251059322,1.147593242,1.3908205841,17.0594615916,5.0981165566,31.594517306,23.8339414259,2.4257962726,6.1828222069,0.9565131644,0.0,12.7896657134,0.0,0,0.5465131056936163
Fribourg,38197.0,9.4564002636,4116.0560344828,36.7044532293,19.0852684766,64.0966568055,16.8180747179,4.2841096105,1.9853190878,12.0686502442,8.9861811342,17412.0,2.1079715139,1.8257224,0.2336387944,9.1359273909,15.4876889584,29.4407138258,9.6556587864,6.0834636495,5.5484009444,0.3648851685,0.0,20.8536473186,0.3020267991,0,0.7560974525300083
Frick,5655.0,16.9113086624,567.7710843373,26.6489832007,19.6993810787,62.2634836428,18.0371352785,5.7046082539,1.6044210714,9.8047954363,6.9524913094,2413.0,2.2834645669,1.4002333722,10.4504504505,11.7366825466,15.4395842356,16.478995236,29.1641403205,3.0922477263,7.0766565613,2.880034647,0.0,9.2724122997,0.6972715461,0,0.5793089303911102
Froideville,2643.0,50.3412969283,373.3050847458,17.5179720015,25.690503216,60.6886114264,13.6208853575,6.5109153581,3.0639601685,9.1918805056,4.2129452317,1078.0,2.4517625232,0.7860262009,18.3809151349,19.9315781645,2.112152313,16.9046556597,32.2549457088,0.461103674,8.9989587982,0.5131637662,3.1087312212,12.9406514949,0.5131637662,0,0.4049458546681447
Frutigen,6940.0,3.3045549271,96.0154952961,7.7665706052,21.7291066282,57.2910662824,20.9798270893,4.1837986006,1.5869580899,9.377479622,9.5217485393,2982.0,2.2930918846,0.7209062822,2.6022842273,3.9376623377,0.5729128015,6.5276437848,41.1547309833,10.2278293135,12.3562152134,5.2423005566,0.1751391466,3.894619666,12.0296846011,1,0.1544034519733067
Fräschels,454.0,-5.8091286307,145.9807073955,8.8105726872,17.4008810573,68.7224669604,13.8766519824,6.5359477124,2.1786492375,13.0718954248,17.4291938998,186.0,2.4247311828,0.9661835749,0.0,11.0078627591,7.934238742,10.3645461044,39.027877055,7.5053609721,11.0078627591,2.0014295926,0.0,8.0771979986,2.3588277341,0,0.5685655153714694
Fulenbach,1785.0,9.1075794621,398.4375,10.8683473389,20.7843137255,60.5042016807,18.7114845938,2.8074115665,0.5614823133,5.6148231331,7.299270073,775.0,2.2761290323,6.4748201439,19.1441441441,14.4736842105,21.0526315789,15.4834761322,28.794369645,1.2851897185,4.7735618115,3.3047735618,0.0,10.2815177479,0.458996328,0,0.5870340708139781
Full-Reuenthal,880.0,9.1811414392,182.5726141079,17.8409090909,23.4090909091,58.6363636364,17.9545454545,4.5248868778,2.2624434389,9.0497737557,6.7873303167,353.0,2.4730878187,2.2727272727,9.1012514221,17.0850767085,11.3435611344,12.2966062297,41.0971641097,3.0683403068,3.3937703394,3.0915853092,0.0,4.8117154812,2.1850302185,0,0.7090961069300554
Fully,8731.0,13.5961488421,230.9788359788,19.0470736456,22.3800251976,61.5164356889,16.1035391135,3.8870469875,2.4008231394,10.060592203,6.7451697725,3745.0,2.3110814419,1.3853613484,17.3972759528,19.7628967828,26.8845839955,19.8187363086,16.6315879902,1.7696834328,0.6056440875,0.0,0.0,12.6283235256,0.0,1,0.3185741170247396
Furna,202.0,0.4975124378,6.06242497,3.4653465347,24.7524752475,52.4752475248,22.7722772277,0.0,4.7281323877,9.4562647754,14.1843971631,75.0,2.6533333333,1.1538461538,14.0845070423,2.1333333333,2.4,7.7333333333,70.6666666667,0.0,0.5333333333,15.4666666667,0.0,1.0666666667,0.0,1,0.0616196722288008
Fällanden,8689.0,8.8574292157,1361.9122257053,24.2145241109,21.7976752215,59.1092185522,19.0931062263,3.9168250677,2.1888140084,9.9072634065,4.838430966,3812.0,2.2615424974,2.8529980658,0.0,17.7731486839,4.9737041752,14.5906466587,27.5366791395,1.6741889442,14.9146832285,2.5678612301,0.1170132058,12.8727384948,1.3424372179,0,0.61002074347602
Féchy,860.0,10.5398457584,318.5185185185,26.511627907,25.6976744186,58.2558139535,16.0465116279,5.8105752469,1.1621150494,9.2969203951,5.8105752469,340.0,2.5294117647,4.6035805627,0.0,35.5950574463,2.2761760243,11.684370258,23.0652503794,1.1272490787,11.5976587904,0.62865814,1.7559072187,10.4920875786,0.1517450683,0,0.653150336686955
Fétigny,1068.0,27.9041916168,260.487804878,16.0112359551,25.0,60.4868913858,14.5131086142,3.7593984962,1.8796992481,10.3383458647,4.6992481203,430.0,2.4627906977,6.5606361829,20.1149425287,14.1363862618,14.4848183176,16.724738676,39.1239422598,1.9412643106,4.3802887008,0.7466401195,0.0,7.2672971628,0.4479840717,0,0.6327731970584753
Füllinsdorf,4588.0,5.9829059829,993.0735930736,29.8169136879,17.7637314734,55.7759372276,26.460331299,4.847950639,1.5425297488,8.8144557074,12.1198765976,2092.0,2.1520076482,1.5901060071,0.6708407871,19.8489616111,5.1982378855,22.8067967275,27.1743234739,3.9773442417,5.2359974827,1.3719320327,0.0,14.3234738829,0.0,0,0.6388272981385927
Fürstenau,357.0,2.0,270.4545454545,10.9243697479,20.7282913165,55.7422969188,23.5294117647,2.8169014085,0.0,8.4507042254,14.0845070423,159.0,2.2264150943,1.0050251256,5.7306590258,15.2103559871,7.4433656958,16.9902912621,32.8478964401,0.0,6.9579288026,15.5339805825,0.0,5.0161812298,0.0,1,0.435605730329241
Gachnang,4455.0,29.6943231441,457.3921971253,14.9719416386,22.4466891134,62.3569023569,15.1964085297,5.8963601315,1.3606984919,13.8337680009,3.8553123937,1804.0,2.455654102,2.9835390947,8.6307441101,13.8866286954,12.1372389477,10.7133170599,37.3609981014,2.142663412,10.4692161649,2.9156495796,0.0,9.0452942772,1.3289937619,0,0.6831669277615018
Gais,3066.0,0.0326264274,144.5544554455,13.5355512068,19.8303979126,59.0019569472,21.1676451402,3.573168751,0.9745005685,10.719506253,10.0698392074,1301.0,2.3166794773,0.9305210918,3.5529715762,52.9352226721,0.0,0.0,45.1417004049,0.0,0.0,0.0,0.0,0.0,0.0,1,0.2743029855513779
Gaiserwald,8327.0,2.8913876189,659.3032462391,14.5910892278,21.2801729314,57.7759096914,20.9439173772,5.2726183343,1.6776512882,9.1072498502,8.2684242061,3540.0,2.3259887006,1.9035532995,6.6921606119,23.4650337123,20.3380997362,10.7260349826,26.5235660076,1.5015797531,7.8596788378,0.6742451386,0.0,7.5502426631,0.7621901567,0,0.5126362485748729
Galgenen,5227.0,12.3602751505,393.8960060286,21.0445762388,20.8532619093,62.7128371915,16.4339008992,4.7901896915,2.1076834643,9.7719869707,6.1314428051,2211.0,2.3455450023,0.98928277,1.7205123303,23.0016313214,11.4518760196,14.779771615,42.969004894,0.7993474715,4.2251223491,0.0,0.0,2.7732463295,0.0,1,0.3666572217588071
Galmiz,727.0,19.5723684211,80.4203539823,14.7180192572,20.6327372765,62.8610729023,16.5061898212,4.2674253201,2.8449502134,8.5348506401,5.6899004267,315.0,2.2825396825,0.0,8.9285714286,16.5676567657,3.5643564356,20.3300330033,37.2277227723,3.3663366337,7.7227722772,0.5940594059,0.0,7.3267326733,0.5940594059,0,0.5906902003932644
Gals,833.0,16.0167130919,106.25,12.0048019208,20.1680672269,60.6242496999,19.2076830732,3.6144578313,2.4096385542,15.6626506024,6.0240963855,366.0,2.2568306011,5.5555555556,3.75,6.6287183254,3.5071612192,13.294160852,31.4910025707,3.5989717224,11.0356224752,8.8505325009,1.0099155343,13.7715754682,0.3121557106,0,0.5047792663574219
Gambarogno,5136.0,5.0736497545,99.1505791506,21.5342679128,17.1534267913,58.8590342679,23.9875389408,4.2602633617,1.549186677,7.3586367157,11.0379550736,2371.0,2.1442429355,2.0587344838,11.2906365583,21.7773272512,18.6855887819,14.8927183646,12.0121642169,0.0,0.9883426254,0.0,1.2248690657,12.0797431999,13.9804020949,1,0.2458979257836231
Gampel-Bratsch,1956.0,2.462022001,84.8958333333,12.4744376278,16.9734151329,60.4805725971,22.5460122699,4.0910253132,1.0227563283,7.6706724623,7.6706724623,878.0,2.1936218679,1.9595035924,3.5641547862,1.416015625,62.6953125,4.4677734375,26.8432617188,0.1220703125,0.4516601563,0.0,0.0,3.8452148438,0.0,1,0.2149404167154504
Gampelen,953.0,22.4935732648,89.9056603774,18.8877229801,18.6778593914,63.7985309549,17.5236096537,8.3507306889,5.2192066806,20.8768267223,2.0876826722,404.0,2.3069306931,2.5263157895,6.1664953751,9.8469307243,2.1776866025,12.1824207038,38.6302666877,4.3080321919,6.6908631845,7.8586081742,0.2524854032,11.7247909105,1.7042764715,0,0.5504029403776812
Gams,3550.0,14.368556701,159.4072743601,23.4084507042,22.9014084507,60.9295774648,16.1690140845,8.8306509044,0.8545791198,12.2489673836,6.5517732517,1403.0,2.5089094797,1.3390139988,7.0505287897,14.2278873482,30.0663164241,6.5627422272,31.9955214882,2.6095943502,5.3139264491,0.5167513565,0.0,7.3378692619,0.7837395573,1,0.3141178742298105
Gansingen,1053.0,9.8018769552,120.0684150513,9.4017094017,19.8480531814,58.3095916429,21.8423551757,4.7915668424,1.9166267369,13.4163871586,6.7081935793,443.0,2.3431151242,1.0245901639,11.6618075802,5.7326747493,27.2563987427,9.7739859302,38.6768447837,0.8831013321,4.5951204909,2.9785960186,0.0,7.3192635833,1.0178117048,0,0.3614069182297279
Gebenstorf,5461.0,16.837826273,966.5486725664,26.863211866,18.8976377953,62.1681010804,18.9342611243,3.8620689655,1.2873563218,12.1379310345,5.7011494253,2400.0,2.26125,2.1655065739,11.7915557246,13.9908458762,11.451456738,17.7361147786,26.7009946308,3.8817005545,9.8846932488,3.2479535252,0.0,10.5228412992,0.114426547,0,0.6053387112087674
Gelterkinden,6268.0,9.8877980365,640.899795501,18.1397574984,19.6553924697,59.10976388,21.2348436503,5.9351940969,2.2457491177,10.2662816811,10.4266923324,2742.0,2.249452954,0.4371217216,10.9926168991,14.2442941045,4.1260872798,24.8159988105,23.5967586053,5.3824994424,4.3119470671,0.8921269794,0.0,22.585681362,0.0,0,0.4308097145774148
Geltwil,221.0,20.1086956522,67.3780487805,10.407239819,23.0769230769,65.1583710407,11.7647058824,0.0,4.5662100457,9.1324200913,0.0,84.0,2.630952381,0.0,4.8076923077,13.7959183673,23.9183673469,7.9183673469,41.2244897959,0.6530612245,5.7959183673,0.8979591837,0.0,4.7346938776,0.1632653061,0,0.49509145563299
Gempen,901.0,8.2932692308,150.4173622705,17.6470588235,23.7513873474,57.602663707,18.6459489456,3.3936651584,4.5248868778,5.6561085973,6.7873303167,368.0,2.4293478261,3.0588235294,1.1363636364,19.1936399773,4.5996592845,18.8529244747,24.2475865985,0.5110732538,6.6439522998,0.8517887564,0.0,22.8279386712,0.6814310051,0,0.3746271035105912
Gempenach,313.0,9.4405594406,187.4251497006,8.945686901,12.4600638978,70.607028754,16.9329073482,3.3222591362,6.6445182724,16.6112956811,3.3222591362,146.0,2.1438356164,0.6172839506,61.8556701031,10.8585858586,3.7878787879,11.6161616162,52.1464646465,2.904040404,5.303030303,2.1464646465,0.0,8.2070707071,1.5151515152,0,0.5969828852900753
Genolier,1997.0,12.1280179674,410.9053497942,30.2453680521,24.2864296445,57.7366049074,17.9769654482,3.0341340076,1.5170670038,9.608091024,5.0568900126,749.0,2.6461949266,0.0,0.5162622612,36.7228868406,3.2849578349,11.8944891155,17.9643067268,1.6571876839,10.9335163758,0.1176701314,0.588350657,15.1696411061,0.2255344185,0,0.5596428871154785
Genthod,2840.0,4.913188031,989.5470383275,32.676056338,22.8521126761,59.1901408451,17.9577464789,2.845962291,1.4229811455,4.6246887229,4.6246887229,918.0,2.9564270153,0.3853564547,0.3598416697,25.7894736842,9.1387559809,9.2464114833,15.5741626794,1.1483253589,6.2559808612,0.3468899522,2.7870813397,22.7870813397,4.1746411483,0,0.7811077291315253
